count,can_double,can_split,hand,dealer_upcard,recommendation,state_visits,q_hit,visits_hit,q_stand,visits_stand,q_double,visits_double,q_split,visits_split
<1,True,True,three three,1,S,8023,-7.841836734693876,196,-0.6655896607431339,7428,-1.4060913705583757,197,-5.589108910891088,202
<1,True,True,five five,2,D,8203,-3.56084656084656,189,-0.35885167464114853,209,0.200580245285507,7583,-3.5135135135135154,222
<1,True,True,five five,3,D,8731,-4.0414746543778834,217,-0.3827751196172248,209,0.34021387714498924,8042,-5.216730038022816,263
<1,True,True,five five,4,D,8855,-7.213114754098357,244,-0.3618677042801559,257,0.42247108048240417,8126,-4.548245614035086,228
<1,True,True,five five,5,D,8187,-4.638888888888888,216,-0.20866141732283497,3810,0.42914775592536475,3966,-7.04102564102564,195
<1,True,True,five five,6,D,8888,-5.957345971563985,211,-0.25449871465295604,778,0.508439094596362,7643,-3.1328125000000004,256
<1,True,True,five five,7,D,9904,-5.955999999999996,250,-0.4703832752613241,287,0.35729247051041874,9071,-7.94594594594594,296
<1,True,True,five five,8,D,9184,-5.790794979079501,239,-0.5461538461538465,260,0.23292035398230082,8475,-6.442857142857143,210
<1,True,True,five five,9,D,9719,-5.068965517241379,232,-0.596244131455399,213,0.11872650895423358,9046,-5.3859649122807,228
<1,True,True,five five,10,D,38550,-3.7941495124593723,923,-0.5164424514200284,1338,-0.0030879061729794073,35299,-6.364646464646463,990
<1,True,True,five five,1,D,6985,-4.443820224719108,178,-0.8181818181818179,176,-0.024066646096883665,6482,-6.570469798657714,149
<1,True,True,six six,2,S,8287,-3.0279069767441844,215,-0.23992094861660046,7590,-0.48561151079136733,278,-4.284313725490198,204
<1,True,True,six six,3,S,8059,-5.317972350230417,217,-0.22669404517453806,7305,-0.3569131832797431,311,-4.1415929203539825,226
<1,True,True,six six,4,S,8457,-2.1938775510204076,196,-0.227545675226779,7827,-0.2652173913043475,230,-6.725490196078431,204
<1,True,True,six six,5,S,8711,-7.297979797979799,198,-0.18218806509945784,2212,-0.37849391647484326,6082,-1.8264840182648394,219
<1,True,True,six six,6,S,8282,-6.178832116788327,274,-0.137764025292614,7433,-0.3037249283667622,349,-4.066371681415932,226
<1,True,True,six six,7,S,9718,-6.2766798418972325,253,-0.494713411240956,8985,-0.8047808764940239,251,-6.7860262008733585,229
<1,True,True,six six,8,S,10049,-4.288209606986896,229,-0.5329018338727076,9270,-0.5702479338842974,242,-4.746753246753246,308
<1,True,True,six six,9,S,9979,-2.735408560311286,257,-0.5191905094207956,8598,-0.607142857142857,868,-3.6874999999999987,256
<1,True,True,six six,10,S,38826,-3.3688524590163884,976,-0.5364146048924691,35851,-0.6385658914728682,1032,-5.292657704239911,967
<1,True,True,six six,1,S,6972,-4.8177777777777795,225,-0.6733344929552985,5749,-0.7439903846153847,832,-7.602409638554217,166
<1,True,True,seven seven,2,S,10948,-2.828571428571428,280,-0.294989623480581,10119,-0.6267605633802805,284,-7.116981132075471,265
<1,True,True,seven seven,3,S,10565,-1.5268817204301062,279,-0.24598320721467823,9647,-0.6699999999999999,300,-4.5929203539823,339
<1,True,True,seven seven,4,S,10458,-3.1631205673758855,282,-0.23013871374527106,7930,-0.6504559270516712,1974,-7.661764705882354,272
<1,True,True,seven seven,5,S,10425,-2.179487179487181,273,-0.1972376268703566,9557,-0.6054687499999998,256,-4.746312684365782,339
<1,True,True,seven seven,6,S,10069,-3.0965250965250974,259,-0.18316243928764067,9265,-0.5917602996254687,267,-2.514388489208633,278
<1,True,True,seven seven,7,S,10722,-2.916981132075471,265,-0.4598002622818527,9913,-0.764227642276423,246,-4.446308724832216,298
<1,True,True,seven seven,8,S,11599,-2.1795774647887343,284,-0.5455150765718626,10513,-0.6476377952755904,508,-10.11224489795919,294
<1,True,True,seven seven,9,S,12162,-3.703225806451614,310,-0.568823739721133,11188,-1.4923547400611599,327,-6.406528189910984,337
<1,True,True,seven seven,10,S,46609,-3.9727722772277225,1212,-0.5297518166833065,43073,-0.9198312236286921,1185,-5.592625109745395,1139
<1,True,True,seven seven,1,S,9533,-2.292418772563177,277,-0.663259446422417,8707,-0.9403508771929835,285,-5.704545454545454,264
<1,True,True,eight eight,2,S,10245,-3.721991701244815,241,-0.25701577888382987,9443,-0.685393258426966,267,-2.4795918367346927,294
<1,True,True,eight eight,3,S,9983,-3.0625,272,-0.27979105452171055,9189,-0.8515624999999996,256,-8.917293233082706,266
<1,True,True,eight eight,4,S,10387,-1.4094488188976377,254,-0.2926372712146411,9616,-0.9798387096774197,248,-5.405204460966543,269
<1,True,True,eight eight,5,S,10038,-1.6931818181818172,264,-0.22000000000000036,9300,-0.9383259911894278,227,-4.898785425101212,247
<1,True,True,eight eight,6,S,10708,-3.6456140350877195,285,-0.14615852422460987,9866,-0.6111111111111109,270,-4.456445993031357,287
<1,True,True,eight eight,7,S,12003,-2.0132625994694964,377,-0.45662100456621013,10950,-0.9011627906976745,344,-5.177710843373493,332
<1,True,True,eight eight,8,D,11057,-1.2538071065989842,394,-1.1278688524590155,305,-0.876625975585351,9994,-4.219780219780221,364
<1,True,True,eight eight,9,S,12139,-2.1744186046511587,430,-0.5499639249639257,11088,-0.9287925696594427,323,-3.932885906040267,298
<1,True,True,eight eight,10,S,46079,-2.6108202443280963,1146,-0.5506759928645178,42604,-1.0882352941176465,1156,-4.886615515771525,1173
<1,True,True,eight eight,1,S,8574,-3.0236486486486513,296,-0.670277848585266,7846,-0.9194312796208532,211,-3.5656108597285066,221
<1,True,True,nine nine,2,S,10802,-2.62372881355932,295,0.12811244979919628,9960,-1.1992619926199266,271,-0.7753623188405794,276
<1,True,True,nine nine,3,S,11307,-1.8117048346055995,393,0.10867029548989147,10288,-1.076687116564417,326,-4.513333333333337,300
<1,True,True,nine nine,4,S,10037,-2.573705179282867,251,0.15420510037981544,9215,-1.062730627306273,271,-9.416666666666668,300
<1,True,True,nine nine,5,S,10854,-0.9529411764705882,255,0.17990630917970768,10033,-1.260869565217391,276,-4.93103448275862,290
<1,True,True,nine nine,6,S,10294,-2.4296028880866407,277,0.3165664873985013,9483,-1.1771217712177124,271,-3.5969581749049433,263
<1,True,True,nine nine,7,S,11948,-2.4433656957928798,309,0.36794336540206807,11018,-1.0632911392405069,316,-5.177049180327874,305
<1,True,True,nine nine,8,S,11413,-0.9022801302931595,307,0.06419495543333963,10546,-1.1563636363636356,275,-4.164912280701756,285
<1,True,True,nine nine,9,S,10595,-1.5678670360110798,361,-0.17266335814722977,9672,-1.247422680412371,291,-4.402214022140226,271
<1,True,True,nine nine,10,S,47214,-1.6243567753001718,1166,-0.16333950744323014,43731,-1.205194805194805,1155,-3.7874354561101593,1162
<1,True,True,nine nine,1,S,8677,-0.9402390438247015,251,-0.14436354506653207,7966,-1.347457627118644,236,-1.0357142857142856,224
<1,True,True,ten ten,2,S,214503,-1.421501706484641,5274,0.6323897088475026,198384,-1.7568756875687586,5454,-3.6358746058245193,5391
<1,True,True,ten ten,3,S,213950,-1.2208149779735729,5448,0.6296862502910695,197546,-1.7328385899814438,5390,-3.4911965504850904,5566
<1,True,True,ten ten,4,S,214779,-1.2562103354487781,5515,0.6441507093182325,198289,-1.7139037433155062,5610,-2.9573159366262805,5365
<1,True,True,ten ten,5,S,212041,-1.1526237989652635,5412,0.6542079928127011,195901,-1.7265509601181694,5416,-3.5295557228915646,5312
<1,True,True,ten ten,6,S,214518,-1.472403219624375,5218,0.6818305515239451,198432,-1.7171336206896493,5568,-2.990754716981133,5300
<1,True,True,ten ten,7,S,226667,-1.160601400990945,5853,0.7561878115391297,209444,-1.7377049180327866,5795,-3.687892376681615,5575
<1,True,True,ten ten,8,S,228984,-1.375877808988763,5696,0.7681787937274991,211909,-1.7230470130788265,5658,-3.591330187030244,5721
<1,True,True,ten ten,9,S,227041,-1.1779807029634755,5804,0.739661569088763,209969,-1.6897472410110346,5618,-3.505663716814158,5650
<1,True,True,ten ten,10,S,868244,-1.2927730316324164,21655,0.5487916051240295,802966,-1.704411832785521,21601,-3.6770048133684567,22022
<1,True,True,ten ten,1,S,170663,-1.2624290578887702,4405,0.6286508158034888,157636,-1.7521426916840397,4317,-3.490127758420443,4305
>0,False,False,<8,2,S,91,-16.5,6,-0.2592592592592592,81,-100.0,1,-100.0,3
>0,False,False,<8,3,S,109,-6.166666666666666,18,-5.204170427930421e-18,84,-100.0,4,-100.0,3
>0,False,False,<8,4,S,111,-1.789473684210526,57,-0.14285714285714288,49,-100.0,4,-100.0,1
>0,False,False,<8,5,S,77,-2.7352941176470584,34,0.16666666666666669,36,-100.0,2,-100.0,5
>0,False,False,<8,6,H,102,-6.461538461538466,91,-100.0,1,-100.0,7,-100.0,3
>0,False,False,<8,7,S,93,-10.88888888888889,9,-0.5714285714285714,77,-100.0,4,-100.0,3
>0,False,False,<8,8,H,90,-0.1538461538461539,78,-1.0,5,-100.0,3,-100.0,4
>0,False,False,<8,9,S,93,-34.0,3,-0.5952380952380953,84,-100.0,2,-100.0,4
>0,False,False,<8,10,S,337,-1.0,4,-0.6089743589743591,312,-100.0,15,-100.0,6
>0,False,False,<8,1,S,65,-1.0,2,-0.3793103448275862,58,-100.0,3,-100.0,2
>0,False,False,8 (other composition),2,S,155,-16.5,12,0.022222222222222237,135,-100.0,7,-100.0,1
>0,False,False,8 (other composition),3,S,179,-9.9,10,0.006451612903225732,155,-100.0,8,-100.0,6
>0,False,False,8 (other composition),4,S,162,-33.0,6,-0.3422818791946309,149,-100.0,4,-100.0,3
>0,False,False,8 (other composition),5,S,156,-0.12499999999999997,8,0.11678832116788332,137,-100.0,5,-100.0,6
>0,False,False,8 (other composition),6,S,169,-6.466666666666666,15,-0.06944444444444442,144,-100.0,2,-100.0,8
>0,False,False,8 (other composition),7,S,132,-39.4,5,-0.34426229508196726,122,-100.0,1,-100.0,4
>0,False,False,8 (other composition),8,S,147,-5.894736842105264,19,-0.5737704918032787,122,-100.0,2,-100.0,4
>0,False,False,8 (other composition),9,S,121,-5.888888888888888,18,-0.5531914893617019,94,-100.0,6,-100.0,3
>0,False,False,8 (other composition),10,S,436,-3.9999999999999996,29,-0.5755208333333328,384,-100.0,11,-100.0,12
>0,False,False,8 (other composition),1,S,78,-9.454545454545457,11,-0.7666666666666665,60,-100.0,4,-100.0,3
>0,False,False,9,2,S,269,-0.8351648351648349,91,-0.41975308641975273,162,-100.0,12,-100.0,4
>0,False,False,9,3,S,268,-11.874999999999998,8,-0.30290456431535256,241,-100.0,4,-100.0,15
>0,False,False,9,4,S,218,-40.2,5,-0.11822660098522161,203,-100.0,7,-100.0,3
>0,False,False,9,5,S,253,-2.7012987012987013,77,-0.16049382716049376,162,-100.0,7,-100.0,7
>0,False,False,9,6,S,296,-14.428571428571427,7,-0.12773722627737233,274,-100.0,3,-100.0,12
>0,False,False,9,7,S,238,-2.5476190476190474,42,-0.6467391304347827,184,-100.0,7,-100.0,5
>0,False,False,9,8,S,272,-2.914285714285714,35,-0.5398230088495576,226,-100.0,6,-100.0,5
>0,False,False,9,9,S,298,-2.6842105263157894,38,-0.49586776859504117,242,-100.0,8,-100.0,10
>0,False,False,9,10,S,874,-2.5783132530120474,83,-0.5464333781965007,743,-100.0,25,-100.0,23
>0,False,False,9,1,S,179,-7.923076923076923,13,-0.6580645161290324,155,-100.0,2,-100.0,9
>0,False,False,10,2,S,443,-4.363636363636363,22,-0.3358778625954197,393,-100.0,19,-100.0,9
>0,False,False,10,3,S,420,-4.94736842105263,19,-0.33246073298429357,382,-100.0,8,-100.0,11
>0,False,False,10,4,S,435,-2.297297297297297,37,-0.3209549071618035,377,-100.0,8,-100.0,13
>0,False,False,10,5,S,430,-2.749999999999999,68,-0.09451219512195128,328,-100.0,16,-100.0,18
>0,False,False,10,6,S,453,-9.18181818181818,22,-0.19512195121951212,410,-100.0,14,-100.0,7
>0,False,False,10,7,S,361,-4.550000000000002,20,-0.38961038961038935,308,-100.0,19,-100.0,14
>0,False,False,10,8,S,383,-9.899999999999999,10,-0.5260115606936414,346,-100.0,16,-100.0,11
>0,False,False,10,9,S,359,-6.666666666666668,15,-0.5329153605015675,319,-100.0,9,-100.0,16
>0,False,False,10,10,S,1377,-9.06818181818182,44,-0.56120826709062,1258,-100.0,39,-100.0,36
>0,False,False,10,1,S,238,-12.875000000000002,8,-0.7181818181818179,220,-100.0,6,-100.0,4
>0,False,False,11,2,S,520,-14.142857142857144,14,-0.20739219712525664,487,-100.0,9,-100.0,10
>0,False,False,11,3,S,590,-3.9600000000000004,25,-0.21550094517958404,529,-100.0,21,-100.0,15
>0,False,False,11,4,S,580,-1.3636363636363635,66,-0.12883435582822086,489,-100.0,13,-100.0,12
>0,False,False,11,5,S,609,-3.708333333333333,24,-0.050092764378478656,539,-100.0,21,-100.0,25
>0,False,False,11,6,S,512,-7.999999999999999,12,-0.027426160337552772,474,-100.0,17,-100.0,9
>0,False,False,11,7,S,610,-3.9782608695652164,46,-0.511152416356877,538,-100.0,18,-100.0,8
>0,False,False,11,8,S,545,-8.416666666666668,12,-0.41764705882352976,510,-100.0,13,-100.0,10
>0,False,False,11,9,S,549,-6.5333333333333306,15,-0.44422310756972083,502,-100.0,18,-100.0,14
>0,False,False,11,10,S,1835,-9.609756097560973,41,-0.5149911816578483,1701,-100.0,54,-100.0,39
>0,False,False,11,1,S,341,-4.636363636363636,22,-0.6535947712418299,306,-100.0,9,-100.0,4
>0,False,False,12,2,S,1349,-1.946153846153846,130,-0.26843910806174975,1166,-100.0,18,-100.0,35
>0,False,False,12,3,S,1442,-2.5111111111111106,45,-0.2838855421686753,1328,-100.0,41,-100.0,28
>0,False,False,12,4,S,1439,-0.3777777777777778,45,-0.15402124430955985,1318,-100.0,38,-100.0,38
>0,False,False,12,5,S,1364,-3.451612903225806,62,-0.16854838709677433,1240,-100.0,26,-100.0,36
>0,False,False,12,6,S,1358,-0.2894736842105262,38,-0.11868484362469936,1247,-100.0,34,-100.0,39
>0,False,False,12,7,S,1316,-5.1739130434782625,23,-0.4534212695795546,1213,-100.0,43,-100.0,37
>0,False,False,12,8,S,1226,-1.4074074074074072,81,-0.47716682199440824,1073,-100.0,37,-100.0,35
>0,False,False,12,9,S,1229,-3.382352941176471,34,-0.5792736935341006,1129,-100.0,32,-100.0,34
>0,False,False,12,10,S,4308,-8.54054054054054,111,-0.5397941250313834,3983,-100.0,112,-100.0,102
>0,False,False,12,1,S,781,-3.3428571428571425,35,-0.6166902404526166,707,-100.0,18,-100.0,21
>0,False,False,13,2,S,1740,-0.34328358208955223,67,-0.22236180904522654,1592,-100.0,46,-100.0,35
>0,False,False,13,3,S,1723,-3.6774193548387104,31,-0.18266832917705716,1604,-100.0,42,-100.0,46
>0,False,False,13,4,S,1722,-2.4615384615384612,52,-0.1659361302442079,1597,-100.0,41,-100.0,32
>0,False,False,13,5,S,1789,-0.7463768115942028,138,-0.16271620755925684,1561,-100.0,44,-100.0,46
>0,False,False,13,6,S,1843,-5.368421052631579,38,-0.13462669018224557,1701,-100.0,47,-100.0,57
>0,False,False,13,7,S,1792,-10.589743589743591,39,-0.4767932489451473,1659,-100.0,49,-100.0,45
>0,False,False,13,8,S,1609,-6.932203389830509,59,-0.5481228668941994,1465,-100.0,52,-100.0,33
>0,False,False,13,9,S,1609,-1.25,124,-0.5679542203147357,1398,-100.0,39,-100.0,48
>0,False,False,13,10,S,5463,-3.229166666666668,144,-0.5649324861000826,5036,-100.0,142,-100.0,141
>0,False,False,13,1,S,942,-2.3333333333333335,51,-0.673444976076555,836,-100.0,29,-100.0,26
>0,False,False,14,2,S,2061,-4.520833333333332,48,-0.4030478192327903,1903,-100.0,58,-100.0,52
>0,False,False,14,3,S,2162,-2.717391304347826,46,-0.22706990580069406,2017,-100.0,50,-100.0,49
>0,False,False,14,4,S,2107,-0.44897959183673464,49,-0.21732444900051276,1951,-100.0,53,-100.0,54
>0,False,False,14,5,S,2130,-1.6056338028169017,71,-0.11230769230769246,1950,-100.0,60,-100.0,49
>0,False,False,14,6,S,2193,-1.1250000000000002,120,-0.1511627906976744,1978,-100.0,49,-100.0,46
>0,False,False,14,7,S,1972,-2.0172413793103448,58,-0.4765063571033717,1809,-100.0,57,-100.0,48
>0,False,False,14,8,S,1893,-3.4838709677419355,31,-0.5169300225733641,1772,-100.0,44,-100.0,46
>0,False,False,14,9,S,1998,-6.126760563380278,71,-0.5343218012081263,1821,-100.0,51,-100.0,55
>0,False,False,14,10,S,6482,-4.354838709677417,155,-0.566426537108392,5969,-100.0,177,-100.0,181
>0,False,False,14,1,S,1227,-2.5,52,-0.6800000000000004,1125,-100.0,27,-100.0,23
>0,False,False,15,2,S,2441,-1.2500000000000004,120,-0.31012368300503895,2183,-100.0,65,-100.0,73
>0,False,False,15,3,S,2526,-1.7777777777777777,72,-0.22169608265174337,2323,-100.0,73,-100.0,58
>0,False,False,15,4,S,2516,-2.027777777777778,72,-0.13469034213945438,2309,-100.0,71,-100.0,64
>0,False,False,15,5,S,2447,-1.8484848484848484,66,-0.14273088820150237,2263,-100.0,60,-100.0,58
>0,False,False,15,6,S,2491,-1.436936936936937,222,-0.21271622253389472,2139,-100.0,66,-100.0,64
>0,False,False,15,7,S,2237,-12.500000000000004,74,-0.49075875486381354,2056,-100.0,51,-100.0,56
>0,False,False,15,8,S,2432,-2.125,64,-0.5496250551389494,2267,-100.0,53,-100.0,48
>0,False,False,15,9,S,2288,-8.915492957746476,71,-0.5703238279361997,2069,-100.0,81,-100.0,67
>0,False,False,15,10,S,7529,-2.419475655430712,267,-0.5540954883924678,6849,-100.0,236,-100.0,177
>0,False,False,15,1,S,1350,-3.838709677419355,62,-0.6832504145936968,1206,-100.0,46,-100.0,36
>0,False,False,16,2,S,2767,-2.1043478260869577,115,-0.3069823434991972,2492,-100.0,90,-100.0,70
>0,False,False,16,3,S,2768,-1.7499999999999998,80,-0.2459913961673835,2557,-100.0,71,-100.0,60
>0,False,False,16,4,S,2761,-1.3333333333333333,111,-0.17964071856287409,2505,-100.0,67,-100.0,78
>0,False,False,16,5,S,2788,-4.460526315789475,76,-0.1462941404734187,2577,-100.0,67,-100.0,68
>0,False,False,16,6,S,2821,-1.031007751937985,129,-0.16562255285826183,2554,-100.0,73,-100.0,65
>0,False,False,16,7,S,2408,-1.8382352941176472,68,-0.462302483069977,2215,-100.0,59,-100.0,66
>0,False,False,16,8,S,2563,-3.5149700598802402,167,-0.5198763250883394,2264,-100.0,71,-100.0,61
>0,False,False,16,9,S,2500,-0.7454545454545455,55,-0.5787878787878783,2310,-100.0,70,-100.0,65
>0,False,False,16,10,S,8149,-2.0047619047619034,210,-0.5969873150105719,7568,-100.0,198,-100.0,173
>0,False,False,16,1,S,1568,-2.3565217391304354,115,-0.6471861471861471,1386,-100.0,28,-100.0,39
>0,False,False,>16,2,S,16725,-1.8952380952380958,420,0.40339593516851163,15548,-100.0,383,-100.0,374
>0,False,False,>16,3,S,16207,-1.579326923076923,416,0.44234856535600486,15056,-100.0,360,-100.0,375
>0,False,False,>16,4,S,16741,-1.9508599508599505,407,0.46273875040466167,15445,-100.0,450,-100.0,439
>0,False,False,>16,5,S,16714,-2.554726368159201,402,0.4629533678756473,15440,-100.0,433,-100.0,439
>0,False,False,>16,6,S,16657,-2.6365795724465566,421,0.5222302017366317,15317,-100.0,512,-100.0,407
>0,False,False,>16,7,S,15326,-1.0053050397877978,377,0.563656837215847,14209,-100.0,389,-100.0,351
>0,False,False,>16,8,S,15204,-1.8494182067077325,1461,0.4333743652869687,12998,-100.0,376,-100.0,369
>0,False,False,>16,9,S,14900,-1.0216216216216214,370,0.3006636038795326,13713,-100.0,437,-100.0,380
>0,False,False,>16,10,S,48911,-2.39175257731959,1164,0.22144450087217699,45289,-100.0,1209,-100.0,1249
>0,False,False,>16,1,S,9440,-1.5641025641025652,234,0.2812714383718256,8746,-100.0,228,-100.0,232
>0,False,False,ace two,2,S,15,-9.272727272727272,11,0.0,2,-100.0,1,-100.0,1
>0,False,False,ace two,3,H,16,0.33333333333333337,9,0.2,5,-100.0,1,-100.0,1
>0,False,False,ace two,4,S,4,-1.0,1,1.0,1,-100.0,1,-100.0,1
>0,False,False,ace two,5,H,12,0.7142857142857143,7,0.0,2,-100.0,2,-100.0,1
>0,False,False,ace two,6,H,15,0.0833333333333333,12,-1.0,1,-100.0,1,-100.0,1
>0,False,False,ace two,7,H,14,-0.09090909090909094,11,-1.0,1,-100.0,1,-100.0,1
>0,False,False,ace two,8,S,11,0.0,2,2.7755575615628914e-17,6,-100.0,1,-100.0,2
>0,False,False,ace two,9,H,9,0.5,4,-1.0,3,-100.0,1,-100.0,1
>0,False,False,ace two,10,S,64,-33.33333333333333,3,-0.5185185185185185,54,-100.0,4,-100.0,3
>0,False,False,ace two,1,S,12,-100.0,1,-0.5555555555555556,9,-100.0,1,-100.0,1
>0,False,False,ace three,2,S,70,-11.333333333333334,9,-0.34615384615384626,52,-100.0,5,-100.0,4
>0,False,False,ace three,3,S,59,-8.083333333333332,12,0.0909090909090909,44,-100.0,1,-100.0,2
>0,False,False,ace three,4,S,65,-4.409090909090909,22,0.027027027027027018,37,-100.0,3,-100.0,3
>0,False,False,ace three,5,S,73,-11.11111111111111,9,-0.16363636363636358,55,-100.0,3,-100.0,6
>0,False,False,ace three,6,S,42,-7.6923076923076925,13,-0.39130434782608703,23,-100.0,4,-100.0,2
>0,False,False,ace three,7,H,63,-0.11864406779661021,59,-1.0,1,-100.0,2,-100.0,1
>0,False,False,ace three,8,S,63,-49.5,2,-0.3818181818181819,55,-100.0,4,-100.0,2
>0,False,False,ace three,9,S,45,-1.0,5,-0.4054054054054054,37,-100.0,2,-100.0,1
>0,False,False,ace three,10,S,156,-0.625,8,-0.5820895522388058,134,-100.0,4,-100.0,10
>0,False,False,ace three,1,H,41,-0.5714285714285715,35,-1.0,2,-100.0,2,-100.0,2
>0,False,False,ace four,2,S,138,-3.875,24,-0.4074074074074075,108,-100.0,3,-100.0,3
>0,False,False,ace four,3,S,145,-0.6759259259259258,108,-0.5652173913043479,23,-100.0,9,-100.0,5
>0,False,False,ace four,4,H,98,0.016666666666666715,60,-2.7755575615628914e-17,30,-100.0,4,-100.0,4
>0,False,False,ace four,5,S,125,-11.874999999999998,8,-0.14018691588785043,107,-100.0,4,-100.0,6
>0,False,False,ace four,6,S,110,-1.836734693877551,49,0.018867924528301903,53,-100.0,6,-100.0,2
>0,False,False,ace four,7,S,132,-2.3023255813953485,43,-0.5294117647058824,85,-100.0,3,-100.0,1
>0,False,False,ace four,8,S,124,-1.0,3,-0.5675675675675675,111,-100.0,5,-100.0,5
>0,False,False,ace four,9,S,121,-12.9375,16,-0.4639175257731958,97,-100.0,6,-100.0,2
>0,False,False,ace four,10,S,379,-11.222222222222221,9,-0.5170454545454543,352,-100.0,8,-100.0,10
>0,False,False,ace four,1,S,63,-16.999999999999996,6,-0.6530612244897958,49,-100.0,4,-100.0,4
>0,False,False,ace five,2,S,204,-2.439024390243902,41,-0.29487179487179466,156,-100.0,5,-100.0,2
>0,False,False,ace five,3,S,211,-0.3333333333333333,6,-0.09947643979057587,191,-100.0,7,-100.0,7
>0,False,False,ace five,4,S,189,-6.312499999999999,16,-0.2919254658385092,161,-100.0,4,-100.0,8
>0,False,False,ace five,5,S,247,-14.428571428571429,7,-0.18614718614718612,231,-100.0,5,-100.0,4
>0,False,False,ace five,6,S,201,-0.4285714285714286,7,-0.1290322580645161,186,-100.0,4,-100.0,4
>0,False,False,ace five,7,S,213,-1.25,76,-0.5590551181102359,127,-100.0,5,-100.0,5
>0,False,False,ace five,8,S,186,-1.864406779661017,59,-0.622950819672131,122,-100.0,4,-100.0,1
>0,False,False,ace five,9,S,183,-7.6923076923076925,13,-0.6521739130434779,161,-100.0,5,-100.0,4
>0,False,False,ace five,10,S,638,-13.266666666666666,15,-0.5591216216216219,592,-100.0,16,-100.0,15
>0,False,False,ace five,1,S,118,-11.666666666666666,9,-0.7058823529411767,102,-100.0,4,-100.0,3
>0,False,False,ace six,2,S,296,-1.639344262295082,61,-0.022727272727272672,220,-100.0,5,-100.0,10
>0,False,False,ace six,3,S,272,-1.0,3,-0.10344827586206892,261,-100.0,2,-100.0,6
>0,False,False,ace six,4,S,277,-2.5128205128205123,39,0.022321428571428593,224,-100.0,11,-100.0,3
>0,False,False,ace six,5,S,246,-3.5333333333333328,30,0.07462686567164178,201,-100.0,5,-100.0,10
>0,False,False,ace six,6,S,265,-4.666666666666666,42,-0.09615384615384616,208,-100.0,5,-100.0,10
>0,False,False,ace six,7,S,247,-6.066666666666665,15,-0.18018018018018023,222,-100.0,4,-100.0,6
>0,False,False,ace six,8,S,248,-4.739130434782608,23,-0.4000000000000004,220,-100.0,2,-100.0,3
>0,False,False,ace six,9,S,268,-0.625,8,-0.4367346938775508,245,-100.0,4,-100.0,11
>0,False,False,ace six,10,S,802,-4.863636363636362,22,-0.46071904127829516,751,-100.0,13,-100.0,16
>0,False,False,ace six,1,S,136,-0.8333333333333334,6,-0.3658536585365853,123,-100.0,3,-100.0,4
>0,False,False,ace seven,2,S,372,-7.111111111111109,27,0.2870370370370368,324,-100.0,10,-100.0,11
>0,False,False,ace seven,3,S,340,-7.692307692307692,13,0.17049180327868854,305,-100.0,8,-100.0,14
>0,False,False,ace seven,4,S,295,-3.1333333333333337,30,0.1910569105691057,246,-100.0,13,-100.0,6
>0,False,False,ace seven,5,S,321,-25.125,8,0.26621160409556294,293,-100.0,14,-100.0,6
>0,False,False,ace seven,6,S,359,0.1578947368421053,19,0.3374999999999999,320,-100.0,8,-100.0,12
>0,False,False,ace seven,7,S,312,0.0,9,0.4270833333333333,288,-100.0,9,-100.0,6
>0,False,False,ace seven,8,S,340,-0.4,10,0.09206349206349212,315,-100.0,9,-100.0,6
>0,False,False,ace seven,9,S,290,-6.437499999999999,16,-0.14671814671814665,259,-100.0,10,-100.0,5
>0,False,False,ace seven,10,S,1061,-0.22413793103448276,58,-0.17052631578947372,950,-100.0,28,-100.0,25
>0,False,False,ace seven,1,S,191,-20.6,5,-0.10734463276836162,177,-100.0,4,-100.0,5
>0,False,False,ace eight,2,S,431,-3.913043478260869,23,0.4078947368421052,380,-100.0,16,-100.0,12
>0,False,False,ace eight,3,S,415,0.11111111111111109,18,0.44444444444444436,369,-100.0,16,-100.0,12
>0,False,False,ace eight,4,S,438,-5.88235294117647,17,0.40100250626566425,399,-100.0,15,-100.0,7
>0,False,False,ace eight,5,S,397,-11.11111111111111,9,0.39945652173913077,368,-100.0,8,-100.0,12
>0,False,False,ace eight,6,S,429,-0.6,5,0.5386533665835412,401,-100.0,9,-100.0,14
>0,False,False,ace eight,7,S,428,-12.874999999999998,8,0.6044776119402988,402,-100.0,6,-100.0,12
>0,False,False,ace eight,8,S,446,-28.71428571428572,7,0.5739348370927322,399,-100.0,26,-100.0,14
>0,False,False,ace eight,9,S,381,-4.038461538461539,26,0.26646706586826363,334,-100.0,12,-100.0,9
>0,False,False,ace eight,10,S,1221,-10.349999999999998,20,0.014886164623467604,1142,-100.0,29,-100.0,30
>0,False,False,ace eight,1,S,221,-20.6,5,0.351219512195122,205,-100.0,5,-100.0,6
>0,False,False,blackjack,2,S,73085,-100.0,1829,1.5,67694,-100.0,1774,-100.0,1788
>0,False,False,blackjack,3,S,73465,-100.0,1816,1.5,67897,-100.0,1832,-100.0,1920
>0,False,False,blackjack,4,S,71015,-100.0,1781,1.5,65678,-100.0,1734,-100.0,1822
>0,False,False,blackjack,5,S,74359,-100.0,1836,1.5,68783,-100.0,1824,-100.0,1916
>0,False,False,blackjack,6,S,72570,-100.0,1842,1.5,67002,-100.0,1878,-100.0,1848
>0,False,False,blackjack,7,S,65808,-100.0,1652,1.5,60812,-100.0,1661,-100.0,1683
